genus,species,accession,phenotype,antibiotic,measurement_sign,measurement_value,measurement_unit,laboratory_typing_method,laboratory_typing_platform,testing_standard,testing_standard_year,publication,isolation_source,isolation_country,collection_date
Pseudomonas,aeruginosa,GCA_003969485.1,Resistant,meropenem,==,8,mg/L,Broth dilution,NA,CLSI,NA,NA,wound,USA,2013
Pseudomonas,aeruginosa,GCA_003969535.1,Resistant,meropenem,==,8,mg/L,Broth dilution,NA,CLSI,NA,NA,NA,USA,2016
Pseudomonas,aeruginosa,GCA_003969555.1,Susceptible,meropenem,==,0.5,mg/L,Broth dilution,NA,CLSI,NA,NA,urine,USA,2015
Pseudomonas,aeruginosa,GCA_003969565.1,Susceptible,meropenem,==,0.5,mg/L,Broth dilution,NA,CLSI,NA,NA,respiratory,USA,2015
Pseudomonas,aeruginosa,GCA_003969575.1,Resistant,meropenem,>,8,mg/L,Broth dilution,NA,CLSI,NA,NA,respiratory,USA,2015
Pseudomonas,aeruginosa,GCA_003969615.1,Susceptible,meropenem,<=,0.25,mg/L,Broth dilution,NA,CLSI,NA,NA,respiratory,USA,2014
Pseudomonas,aeruginosa,GCA_003969635.1,Susceptible,meropenem,<=,0.25,mg/L,Broth dilution,NA,CLSI,NA,NA,respiratory,USA,2010
Pseudomonas,aeruginosa,GCA_003969645.1,Resistant,meropenem,>,8,mg/L,Broth dilution,NA,CLSI,NA,NA,respiratory,USA,2014
Pseudomonas,aeruginosa,GCA_003969655.1,Resistant,meropenem,==,8,mg/L,Broth dilution,NA,CLSI,NA,NA,respiratory,USA,2013
Pseudomonas,aeruginosa,GCA_003969695.1,Resistant,meropenem,>,8,mg/L,Broth dilution,NA,CLSI,NA,NA,blood,USA,2010
Pseudomonas,aeruginosa,GCA_003969725.1,Susceptible,meropenem,<=,0.25,mg/L,Broth dilution,NA,CLSI,NA,NA,ear,USA,2010
Pseudomonas,aeruginosa,GCA_003969735.1,Resistant,meropenem,==,8,mg/L,Broth dilution,NA,CLSI,NA,NA,groin,USA,2013
Pseudomonas,aeruginosa,GCA_003969775.1,Resistant,meropenem,==,8,mg/L,Broth dilution,NA,CLSI,NA,NA,respiratory,USA,2013
Pseudomonas,aeruginosa,GCA_003969785.1,Susceptible,meropenem,==,1,mg/L,Broth dilution,NA,CLSI,NA,NA,groin,USA,2010
Pseudomonas,aeruginosa,GCA_003969795.1,Susceptible,meropenem,<=,0.25,mg/L,Broth dilution,NA,CLSI,NA,NA,urine,USA,2013
Pseudomonas,aeruginosa,GCA_003969825.1,Susceptible,meropenem,==,1,mg/L,Broth dilution,NA,CLSI,NA,NA,groin,USA,2010
Pseudomonas,aeruginosa,GCA_003969855.1,Resistant,meropenem,>,8,mg/L,Broth dilution,NA,CLSI,NA,NA,urine,Afghanistan,2012
Pseudomonas,aeruginosa,GCA_003969875.1,Resistant,meropenem,==,8,mg/L,Broth dilution,NA,CLSI,NA,NA,respiratory,USA,2012
Pseudomonas,aeruginosa,GCA_003969885.1,Resistant,meropenem,>,8,mg/L,Broth dilution,NA,CLSI,NA,NA,respiratory,USA,2015
Pseudomonas,aeruginosa,GCA_003969915.1,Resistant,meropenem,>,8,mg/L,Broth dilution,NA,CLSI,NA,NA,wound,USA,2012
Pseudomonas,aeruginosa,GCA_003969955.1,Resistant,meropenem,==,8,mg/L,Broth dilution,NA,CLSI,NA,NA,respiratory,USA,2012
Pseudomonas,aeruginosa,GCA_003969975.1,Resistant,meropenem,==,8,mg/L,Broth dilution,NA,CLSI,NA,NA,urine,USA,2012
Pseudomonas,aeruginosa,GCA_003969985.1,Susceptible,meropenem,<=,0.25,mg/L,Broth dilution,NA,CLSI,NA,NA,groin,USA,2010
Pseudomonas,aeruginosa,GCA_003970005.1,Resistant,meropenem,==,8,mg/L,Broth dilution,NA,CLSI,NA,NA,blood,USA,2012
Pseudomonas,aeruginosa,GCA_003970055.1,Susceptible,meropenem,<=,0.25,mg/L,Broth dilution,NA,CLSI,NA,NA,urine,USA,2012
Pseudomonas,aeruginosa,GCA_003970065.1,Resistant,meropenem,>,8,mg/L,Broth dilution,NA,CLSI,NA,NA,respiratory,USA,2012
Pseudomonas,aeruginosa,GCA_003970615.1,Resistant,meropenem,>,8,mg/L,Broth dilution,NA,CLSI,NA,NA,wound,USA,2012
Pseudomonas,aeruginosa,GCA_003970635.1,Susceptible,meropenem,<=,0.25,mg/L,Broth dilution,NA,CLSI,NA,NA,respiratory,USA,2012
Pseudomonas,aeruginosa,GCA_003977895.1,Susceptible,meropenem,==,2,mg/L,Broth dilution,NA,CLSI,NA,NA,urine,USA,2016
Pseudomonas,aeruginosa,GCA_003977915.1,Susceptible,meropenem,==,1,mg/L,Broth dilution,NA,CLSI,NA,NA,NA,USA,2015
Pseudomonas,aeruginosa,GCA_003977935.1,Susceptible,meropenem,==,0.5,mg/L,Broth dilution,NA,CLSI,NA,NA,urine,USA,2010
Pseudomonas,aeruginosa,GCA_003977945.1,Susceptible,meropenem,<=,0.25,mg/L,Broth dilution,NA,CLSI,NA,NA,sterile tissue,USA,2013
Pseudomonas,aeruginosa,GCA_003977955.1,Resistant,meropenem,>,8,mg/L,Broth dilution,NA,CLSI,NA,NA,sterile tissue,USA,2011
Pseudomonas,aeruginosa,GCA_003977965.1,Susceptible,meropenem,<=,0.25,mg/L,Broth dilution,NA,CLSI,NA,NA,respiratory,USA,2013
Pseudomonas,aeruginosa,GCA_003977995.1,Resistant,meropenem,==,8,mg/L,Broth dilution,NA,CLSI,NA,NA,wound,USA,2010
Pseudomonas,aeruginosa,GCA_003978035.1,Susceptible,meropenem,==,1,mg/L,Broth dilution,NA,CLSI,NA,NA,wound,USA,2013
Pseudomonas,aeruginosa,GCF_000710625.1,Susceptible,meropenem,==,1,mg/L,Broth dilution,VITEK 2,CLSI,NA,NA,skin,USA,2013-10-17
Pseudomonas,aeruginosa,GCF_001874795.1,Resistant,meropenem,>,8,mg/L,Broth dilution,NA,CLSI,NA,NA,NA,NA,NA
Pseudomonas,aeruginosa,GCF_001874805.1,Resistant,meropenem,>,8,mg/L,Broth dilution,NA,CLSI,NA,NA,NA,NA,NA
Pseudomonas,aeruginosa,GCF_001874975.1,Resistant,meropenem,>,8,mg/L,Broth dilution,NA,CLSI,NA,NA,NA,NA,NA
Pseudomonas,aeruginosa,GCF_001874995.1,Resistant,meropenem,>,8,mg/L,Broth dilution,NA,CLSI,NA,NA,NA,NA,NA
Pseudomonas,aeruginosa,GCF_001875165.1,Resistant,meropenem,>,8,mg/L,Broth dilution,NA,CLSI,NA,NA,NA,NA,NA
Pseudomonas,aeruginosa,GCF_001875185.1,Resistant,meropenem,>,8,mg/L,Broth dilution,NA,CLSI,NA,NA,NA,NA,NA
Pseudomonas,aeruginosa,GCF_001875205.1,Resistant,meropenem,>,8,mg/L,Broth dilution,NA,CLSI,NA,NA,NA,NA,NA
Pseudomonas,aeruginosa,GCF_001875215.1,Resistant,meropenem,>,8,mg/L,Broth dilution,NA,CLSI,NA,NA,NA,NA,NA
Pseudomonas,aeruginosa,SRR4294838,Resistant,meropenem,==,11,mg/L,Broth dilution,VITEK 2,CLSI,NA,NA,sputum,USA,2016
Pseudomonas,aeruginosa,SRR4417530,Resistant,meropenem,>,8,mg/L,Broth dilution,NA,CLSI,NA,NA,NA,NA,NA
Pseudomonas,aeruginosa,SRR4417532,Resistant,meropenem,>,8,mg/L,Broth dilution,NA,CLSI,NA,NA,NA,NA,NA
Pseudomonas,aeruginosa,SRR4417533,Resistant,meropenem,>,8,mg/L,Broth dilution,NA,CLSI,NA,NA,NA,NA,NA
Pseudomonas,aeruginosa,SRR4417534,Susceptible,meropenem,==,2,mg/L,Broth dilution,NA,CLSI,NA,NA,NA,NA,NA
Pseudomonas,aeruginosa,SRR4417535,Susceptible,meropenem,==,1,mg/L,Broth dilution,NA,CLSI,NA,NA,NA,NA,NA
Pseudomonas,aeruginosa,SRR4417536,Susceptible,meropenem,==,1,mg/L,Broth dilution,NA,CLSI,NA,NA,NA,NA,NA
Pseudomonas,aeruginosa,SRR4417537,Resistant,meropenem,>,8,mg/L,Broth dilution,NA,CLSI,NA,NA,NA,NA,NA
Pseudomonas,aeruginosa,SRR4417538,Resistant,meropenem,>,8,mg/L,Broth dilution,NA,CLSI,NA,NA,NA,NA,NA
Pseudomonas,aeruginosa,SRR4417541,Susceptible,meropenem,<=,0.25,mg/L,Broth dilution,NA,CLSI,NA,NA,NA,NA,NA
Pseudomonas,aeruginosa,SRR4417542,Resistant,meropenem,>,8,mg/L,Broth dilution,NA,CLSI,NA,NA,NA,NA,NA
Pseudomonas,aeruginosa,SRR4417543,Susceptible,meropenem,==,0.5,mg/L,Broth dilution,NA,CLSI,NA,NA,NA,NA,NA
Pseudomonas,aeruginosa,SRR4417544,Resistant,meropenem,==,8,mg/L,Broth dilution,NA,CLSI,NA,NA,NA,NA,NA
Pseudomonas,aeruginosa,SRR4417545,Susceptible,meropenem,==,0.5,mg/L,Broth dilution,NA,CLSI,NA,NA,NA,NA,NA
Pseudomonas,aeruginosa,SRR4417546,Susceptible,meropenem,==,1,mg/L,Broth dilution,NA,CLSI,NA,NA,NA,NA,NA
Pseudomonas,aeruginosa,SRR4417547,Susceptible,meropenem,<=,0.25,mg/L,Broth dilution,NA,CLSI,NA,NA,NA,NA,NA
Pseudomonas,aeruginosa,SRR4417548,Susceptible,meropenem,==,2,mg/L,Broth dilution,NA,CLSI,NA,NA,NA,NA,NA
Pseudomonas,aeruginosa,SRR4417549,Resistant,meropenem,==,8,mg/L,Broth dilution,NA,CLSI,NA,NA,NA,NA,NA
Pseudomonas,aeruginosa,SRR4417550,Resistant,meropenem,==,8,mg/L,Broth dilution,NA,CLSI,NA,NA,NA,NA,NA
Pseudomonas,aeruginosa,SRR4417552,Resistant,meropenem,==,8,mg/L,Broth dilution,NA,CLSI,NA,NA,NA,NA,NA
Pseudomonas,aeruginosa,SRR4417555,Susceptible,meropenem,==,2,mg/L,Broth dilution,NA,CLSI,NA,NA,NA,NA,NA
Pseudomonas,aeruginosa,SRR4417556,Resistant,meropenem,==,8,mg/L,Broth dilution,NA,CLSI,NA,NA,NA,NA,NA
Pseudomonas,aeruginosa,SRR4417557,Susceptible,meropenem,==,2,mg/L,Broth dilution,NA,CLSI,NA,NA,NA,NA,NA
Pseudomonas,aeruginosa,SRR4417558,Resistant,meropenem,>,8,mg/L,Broth dilution,NA,CLSI,NA,NA,NA,NA,NA
Pseudomonas,aeruginosa,SRR4417559,Susceptible,meropenem,==,2,mg/L,Broth dilution,NA,CLSI,NA,NA,NA,NA,NA
Pseudomonas,aeruginosa,SRR4417560,Resistant,meropenem,>,8,mg/L,Broth dilution,NA,CLSI,NA,NA,NA,NA,NA
Pseudomonas,aeruginosa,SRR4417561,Susceptible,meropenem,==,2,mg/L,Broth dilution,NA,CLSI,NA,NA,NA,NA,NA
Pseudomonas,aeruginosa,SRR4417562,Susceptible,meropenem,==,2,mg/L,Broth dilution,NA,CLSI,NA,NA,NA,NA,NA
Pseudomonas,aeruginosa,SRR4417563,Susceptible,meropenem,<=,0.25,mg/L,Broth dilution,NA,CLSI,NA,NA,NA,NA,NA
Pseudomonas,aeruginosa,SRR5122323,Resistant,meropenem,>,8,mg/L,Broth dilution,NA,CLSI,NA,NA,NA,NA,NA
Pseudomonas,aeruginosa,SRR5122327,Resistant,meropenem,==,8,mg/L,Broth dilution,NA,CLSI,NA,NA,NA,NA,NA
Pseudomonas,aeruginosa,SRR5122329,Resistant,meropenem,>,8,mg/L,Broth dilution,NA,CLSI,NA,NA,NA,NA,NA
Pseudomonas,aeruginosa,SRR5122330,Resistant,meropenem,==,8,mg/L,Broth dilution,NA,CLSI,NA,NA,NA,NA,NA
Pseudomonas,aeruginosa,SRR5122331,Resistant,meropenem,>,8,mg/L,Broth dilution,NA,CLSI,NA,NA,NA,NA,NA
Pseudomonas,aeruginosa,SRR5122332,Resistant,meropenem,>,8,mg/L,Broth dilution,NA,CLSI,NA,NA,NA,NA,NA
Salmonella,enterica,GCA_003571625.1,Resistant,ciprofloxacin,>,8,mg/L,Broth dilution,NA,CLSI,NA,NA,NA,NA,NA
Salmonella,enterica,GCA_004332305.1,Resistant,ciprofloxacin,==,2,mg/L,Broth dilution,NA,CLSI,2019,32122900,stool,Canada,2018-07
Salmonella,enterica,GCF_001238265.1,Susceptible,ciprofloxacin,<=,0.015,mg/L,Broth dilution,CMV2AGNF/CMV3AGNF,CLSI,2015,27381390,chicken breast,USA,2013
Salmonella,enterica,GCF_001238285.1,Susceptible,ciprofloxacin,<=,0.015,mg/L,Broth dilution,CMV2AGNF/CMV3AGNF,CLSI,2015,27381390,chicken breast,USA,2013
Salmonella,enterica,GCF_001238365.1,Susceptible,ciprofloxacin,==,0.03,mg/L,Broth dilution,CMV2AGNF/CMV3AGNF,CLSI,2015,27381390,chicken breast,USA,2013
Salmonella,enterica,GCF_001238375.1,Susceptible,ciprofloxacin,<=,0.015,mg/L,Broth dilution,CMV2AGNF/CMV3AGNF,CLSI,2015,27381390,chicken breast,USA,2013
Salmonella,enterica,GCF_001240125.1,Susceptible,ciprofloxacin,<=,0.015,mg/L,Broth dilution,CMV2AGNF/CMV3AGNF,CLSI,2015,27381390,ground turkey,USA,2013
Salmonella,enterica,GCF_001240135.1,Susceptible,ciprofloxacin,==,0.03,mg/L,Broth dilution,CMV2AGNF/CMV3AGNF,CLSI,2015,27381390,chicken breast,USA,2013
Salmonella,enterica,GCF_001240145.1,Susceptible,ciprofloxacin,<=,0.015,mg/L,Broth dilution,CMV2AGNF/CMV3AGNF,CLSI,2015,27381390,ground turkey,USA,2013
Salmonella,enterica,GCF_001240155.1,Susceptible,ciprofloxacin,<=,0.015,mg/L,Broth dilution,CMV2AGNF/CMV3AGNF,CLSI,2015,27381390,chicken breast,USA,2013
Salmonella,enterica,GCF_001240225.1,Susceptible,ciprofloxacin,<=,0.015,mg/L,Broth dilution,CMV2AGNF/CMV3AGNF,CLSI,2015,27381390,ground turkey,USA,2013
Salmonella,enterica,GCF_001240255.1,Susceptible,ciprofloxacin,==,0.03,mg/L,Broth dilution,CMV2AGNF/CMV3AGNF,CLSI,2015,27381390,chicken breast,USA,2013
Salmonella,enterica,GCF_001240265.1,Susceptible,ciprofloxacin,==,0.03,mg/L,Broth dilution,CMV2AGNF/CMV3AGNF,CLSI,2015,27381390,chicken breast,USA,2013
Salmonella,enterica,GCF_001240275.1,Susceptible,ciprofloxacin,<=,0.015,mg/L,Broth dilution,CMV2AGNF/CMV3AGNF,CLSI,2015,27381390,chicken breast,USA,2013
Salmonella,enterica,GCF_001240335.1,Susceptible,ciprofloxacin,<=,0.015,mg/L,Broth dilution,CMV2AGNF/CMV3AGNF,CLSI,2015,27381390,ground turkey,USA,2013
Salmonella,enterica,GCF_001240345.1,Susceptible,ciprofloxacin,<=,0.015,mg/L,Broth dilution,CMV2AGNF/CMV3AGNF,CLSI,2015,27381390,pork chops,USA,2013
Salmonella,enterica,GCF_001240385.1,Susceptible,ciprofloxacin,<=,0.015,mg/L,Broth dilution,CMV2AGNF/CMV3AGNF,CLSI,2015,27381390,chicken breast,USA,2013
Salmonella,enterica,GCF_001240395.1,Susceptible,ciprofloxacin,==,0.03,mg/L,Broth dilution,CMV2AGNF/CMV3AGNF,CLSI,2015,27381390,chicken breast,USA,2013
Salmonella,enterica,GCF_001240425.1,Susceptible,ciprofloxacin,<=,0.015,mg/L,Broth dilution,CMV2AGNF/CMV3AGNF,CLSI,2015,27381390,chicken breast,USA,2013
Salmonella,enterica,GCF_001240465.1,Susceptible,ciprofloxacin,<=,0.015,mg/L,Broth dilution,CMV2AGNF/CMV3AGNF,CLSI,2015,27381390,chicken breast,USA,2013
Salmonella,enterica,GCF_001240475.1,Susceptible,ciprofloxacin,<=,0.015,mg/L,Broth dilution,CMV2AGNF/CMV3AGNF,CLSI,2015,27381390,chicken breast,USA,2013
Salmonella,enterica,GCF_001240505.1,Susceptible,ciprofloxacin,<=,0.015,mg/L,Broth dilution,CMV2AGNF/CMV3AGNF,CLSI,2015,27381390,chicken breast,USA,2013
Salmonella,enterica,GCF_001240525.1,Susceptible,ciprofloxacin,<=,0.015,mg/L,Broth dilution,CMV2AGNF/CMV3AGNF,CLSI,2015,27381390,chicken breast,USA,2013
Salmonella,enterica,GCF_001240545.1,Susceptible,ciprofloxacin,<=,0.015,mg/L,Broth dilution,CMV2AGNF/CMV3AGNF,CLSI,2015,27381390,chicken breast,USA,2013
Salmonella,enterica,GCF_001240555.1,Susceptible,ciprofloxacin,<=,0.015,mg/L,Broth dilution,CMV2AGNF/CMV3AGNF,CLSI,2015,27381390,ground turkey,USA,2013
Salmonella,enterica,GCF_001240565.1,Susceptible,ciprofloxacin,<=,0.015,mg/L,Broth dilution,CMV2AGNF/CMV3AGNF,CLSI,2015,27381390,chicken breast,USA,2013
Salmonella,enterica,GCF_001240625.1,Susceptible,ciprofloxacin,<=,0.015,mg/L,Broth dilution,CMV2AGNF/CMV3AGNF,CLSI,2015,27381390,chicken breast,USA,2013
Salmonella,enterica,GCF_001240635.1,Susceptible,ciprofloxacin,<=,0.015,mg/L,Broth dilution,CMV2AGNF/CMV3AGNF,CLSI,2015,27381390,ground turkey,USA,2013
Salmonella,enterica,GCF_001240675.1,Susceptible,ciprofloxacin,<=,0.015,mg/L,Broth dilution,CMV2AGNF/CMV3AGNF,CLSI,2015,27381390,ground turkey,USA,2013
Salmonella,enterica,GCF_001240705.1,Susceptible,ciprofloxacin,<=,0.015,mg/L,Broth dilution,CMV2AGNF/CMV3AGNF,CLSI,2015,27381390,ground turkey,USA,2013
Salmonella,enterica,GCF_001240725.1,Susceptible,ciprofloxacin,<=,0.015,mg/L,Broth dilution,CMV2AGNF/CMV3AGNF,CLSI,2015,27381390,chicken breast,USA,2013
Salmonella,enterica,GCF_001240735.1,Susceptible,ciprofloxacin,==,0.03,mg/L,Broth dilution,CMV2AGNF/CMV3AGNF,CLSI,2015,27381390,chicken breast,USA,2013
Salmonella,enterica,GCF_001240785.1,Susceptible,ciprofloxacin,<=,0.015,mg/L,Broth dilution,CMV2AGNF/CMV3AGNF,CLSI,2015,27381390,chicken breast,USA,2013
Salmonella,enterica,GCF_001240805.1,Susceptible,ciprofloxacin,<=,0.015,mg/L,Broth dilution,CMV2AGNF/CMV3AGNF,CLSI,2015,27381390,chicken breast,USA,2013
Salmonella,enterica,GCF_001240825.1,Susceptible,ciprofloxacin,<=,0.015,mg/L,Broth dilution,CMV2AGNF/CMV3AGNF,CLSI,2015,27381390,chicken breast,USA,2013
Salmonella,enterica,GCF_001240835.1,Susceptible,ciprofloxacin,<=,0.015,mg/L,Broth dilution,CMV2AGNF/CMV3AGNF,CLSI,2015,27381390,ground turkey,USA,2013
Salmonella,enterica,GCF_001240875.1,Susceptible,ciprofloxacin,<=,0.015,mg/L,Broth dilution,CMV2AGNF/CMV3AGNF,CLSI,2015,27381390,ground turkey,USA,2013
Salmonella,enterica,GCF_001240885.1,Susceptible,ciprofloxacin,<=,0.015,mg/L,Broth dilution,CMV2AGNF/CMV3AGNF,CLSI,2015,27381390,chicken breast,USA,2013
Salmonella,enterica,GCF_001240925.1,Susceptible,ciprofloxacin,<=,0.015,mg/L,Broth dilution,CMV2AGNF/CMV3AGNF,CLSI,2015,27381390,chicken breast,USA,2013
Salmonella,enterica,GCF_001240935.1,Susceptible,ciprofloxacin,==,0.03,mg/L,Broth dilution,CMV2AGNF/CMV3AGNF,CLSI,2015,27381390,chicken breast,USA,2013
Salmonella,enterica,GCF_001240965.1,Susceptible,ciprofloxacin,<=,0.015,mg/L,Broth dilution,CMV2AGNF/CMV3AGNF,CLSI,2015,27381390,chicken breast,USA,2013
Salmonella,enterica,GCF_001240975.1,Susceptible,ciprofloxacin,<=,0.015,mg/L,Broth dilution,CMV2AGNF/CMV3AGNF,CLSI,2015,27381390,chicken breast,USA,2013
Salmonella,enterica,GCF_001241025.1,Susceptible,ciprofloxacin,<=,0.015,mg/L,Broth dilution,CMV2AGNF/CMV3AGNF,CLSI,2015,27381390,chicken breast,USA,2013
Salmonella,enterica,GCF_001241055.1,Susceptible,ciprofloxacin,<=,0.015,mg/L,Broth dilution,CMV2AGNF/CMV3AGNF,CLSI,2015,27381390,ground turkey,USA,2013
Salmonella,enterica,GCF_001241075.1,Susceptible,ciprofloxacin,<=,0.015,mg/L,Broth dilution,CMV2AGNF/CMV3AGNF,CLSI,2015,27381390,chicken breast,USA,2013
Salmonella,enterica,GCF_001241105.1,Susceptible,ciprofloxacin,<=,0.015,mg/L,Broth dilution,CMV2AGNF/CMV3AGNF,CLSI,2015,27381390,chicken breast,USA,2013
Salmonella,enterica,GCF_001241115.1,Susceptible,ciprofloxacin,==,0.03,mg/L,Broth dilution,CMV2AGNF/CMV3AGNF,CLSI,2015,27381390,chicken breast,USA,2013
Salmonella,enterica,GCF_001241155.1,Susceptible,ciprofloxacin,<=,0.015,mg/L,Broth dilution,CMV2AGNF/CMV3AGNF,CLSI,2015,27381390,chicken breast,USA,2013
Salmonella,enterica,GCF_001241165.1,Susceptible,ciprofloxacin,<=,0.015,mg/L,Broth dilution,CMV2AGNF/CMV3AGNF,CLSI,2015,27381390,chicken breast,USA,2013
Salmonella,enterica,GCF_001241205.1,Susceptible,ciprofloxacin,<=,0.015,mg/L,Broth dilution,CMV2AGNF/CMV3AGNF,CLSI,2015,27381390,ground turkey,USA,2013
Salmonella,enterica,GCF_001241225.1,Susceptible,ciprofloxacin,<=,0.015,mg/L,Broth dilution,CMV2AGNF/CMV3AGNF,CLSI,2015,27381390,ground turkey,USA,2013
Salmonella,enterica,GCF_001241265.1,Susceptible,ciprofloxacin,<=,0.015,mg/L,Broth dilution,CMV2AGNF/CMV3AGNF,CLSI,2015,27381390,chicken breast,USA,2013
Salmonella,enterica,GCF_001241275.1,Susceptible,ciprofloxacin,<=,0.015,mg/L,Broth dilution,CMV2AGNF/CMV3AGNF,CLSI,2015,27381390,chicken breast,USA,2013
Salmonella,enterica,GCF_001241305.1,Susceptible,ciprofloxacin,<=,0.015,mg/L,Broth dilution,CMV2AGNF/CMV3AGNF,CLSI,2015,27381390,chicken breast,USA,2013
Salmonella,enterica,GCF_001241325.1,Susceptible,ciprofloxacin,<=,0.015,mg/L,Broth dilution,CMV2AGNF/CMV3AGNF,CLSI,2015,27381390,chicken breast,USA,2013
Salmonella,enterica,GCF_001241355.1,Susceptible,ciprofloxacin,<=,0.015,mg/L,Broth dilution,CMV2AGNF/CMV3AGNF,CLSI,2015,27381390,chicken breast,USA,2013
Salmonella,enterica,GCF_001241365.1,Susceptible,ciprofloxacin,<=,0.015,mg/L,Broth dilution,CMV2AGNF/CMV3AGNF,CLSI,2015,27381390,ground turkey,USA,2013
Salmonella,enterica,GCF_001241395.1,Susceptible,ciprofloxacin,<=,0.015,mg/L,Broth dilution,CMV2AGNF/CMV3AGNF,CLSI,2015,27381390,chicken breast,USA,2013
Salmonella,enterica,GCF_001241425.1,Susceptible,ciprofloxacin,<=,0.015,mg/L,Broth dilution,CMV2AGNF/CMV3AGNF,CLSI,2015,27381390,chicken breast,USA,2013
Salmonella,enterica,GCF_001241455.1,Susceptible,ciprofloxacin,==,0.06,mg/L,Broth dilution,CMV2AGNF/CMV3AGNF,CLSI,2015,27381390,pork chops,USA,2013
Salmonella,enterica,GCF_001241475.1,Susceptible,ciprofloxacin,<=,0.015,mg/L,Broth dilution,CMV2AGNF/CMV3AGNF,CLSI,2015,27381390,pork chops,USA,2013
Salmonella,enterica,GCF_001241505.1,Susceptible,ciprofloxacin,<=,0.015,mg/L,Broth dilution,CMV2AGNF/CMV3AGNF,CLSI,2015,27381390,chicken breast,USA,2013
Salmonella,enterica,GCF_001241515.1,Susceptible,ciprofloxacin,<=,0.015,mg/L,Broth dilution,CMV2AGNF/CMV3AGNF,CLSI,2015,27381390,chicken breast,USA,2013
Salmonella,enterica,GCF_001241555.1,Susceptible,ciprofloxacin,<=,0.015,mg/L,Broth dilution,CMV2AGNF/CMV3AGNF,CLSI,2015,27381390,chicken breast,USA,2013
Salmonella,enterica,GCF_001241585.1,Susceptible,ciprofloxacin,<=,0.015,mg/L,Broth dilution,CMV2AGNF/CMV3AGNF,CLSI,2015,27381390,chicken breast,USA,2013
Salmonella,enterica,GCF_001241605.1,Susceptible,ciprofloxacin,<=,0.015,mg/L,Broth dilution,CMV2AGNF/CMV3AGNF,CLSI,2015,27381390,chicken breast,USA,2013
Salmonella,enterica,GCF_001241625.1,Susceptible,ciprofloxacin,<=,0.015,mg/L,Broth dilution,CMV2AGNF/CMV3AGNF,CLSI,2015,27381390,ground turkey,USA,2013
Salmonella,enterica,GCF_001241665.1,Susceptible,ciprofloxacin,<=,0.015,mg/L,Broth dilution,CMV2AGNF/CMV3AGNF,CLSI,2015,27381390,ground turkey,USA,2013
Salmonella,enterica,GCF_001241675.1,Susceptible,ciprofloxacin,==,0.03,mg/L,Broth dilution,CMV2AGNF/CMV3AGNF,CLSI,2015,27381390,ground turkey,USA,2013
Salmonella,enterica,GCF_001241715.1,Susceptible,ciprofloxacin,<=,0.015,mg/L,Broth dilution,CMV2AGNF/CMV3AGNF,CLSI,2015,27381390,ground turkey,USA,2013
Salmonella,enterica,GCF_001241725.1,Susceptible,ciprofloxacin,<=,0.015,mg/L,Broth dilution,CMV2AGNF/CMV3AGNF,CLSI,2015,27381390,ground turkey,USA,2013
Salmonella,enterica,GCF_001241765.1,Susceptible,ciprofloxacin,<=,0.015,mg/L,Broth dilution,CMV2AGNF/CMV3AGNF,CLSI,2015,27381390,ground turkey,USA,2013
Salmonella,enterica,GCF_001241775.1,Susceptible,ciprofloxacin,<=,0.015,mg/L,Broth dilution,CMV2AGNF/CMV3AGNF,CLSI,2015,27381390,chicken breast,USA,2013
Salmonella,enterica,GCF_001241815.1,Susceptible,ciprofloxacin,<=,0.015,mg/L,Broth dilution,CMV2AGNF/CMV3AGNF,CLSI,2015,27381390,ground turkey,USA,2013
Salmonella,enterica,GCF_001241845.1,Susceptible,ciprofloxacin,<=,0.015,mg/L,Broth dilution,CMV2AGNF/CMV3AGNF,CLSI,2015,27381390,ground turkey,USA,2013
Salmonella,enterica,GCF_001241855.1,Susceptible,ciprofloxacin,<=,0.015,mg/L,Broth dilution,CMV2AGNF/CMV3AGNF,CLSI,2015,27381390,ground beef,USA,2013
Salmonella,enterica,GCF_001241895.1,Susceptible,ciprofloxacin,<=,0.015,mg/L,Broth dilution,CMV2AGNF/CMV3AGNF,CLSI,2015,27381390,chicken breast,USA,2013
Salmonella,enterica,GCF_001241905.1,Susceptible,ciprofloxacin,<=,0.015,mg/L,Broth dilution,CMV2AGNF/CMV3AGNF,CLSI,2015,27381390,chicken breast,USA,2013
Salmonella,enterica,GCF_001241945.1,Susceptible,ciprofloxacin,<=,0.015,mg/L,Broth dilution,CMV2AGNF/CMV3AGNF,CLSI,2015,27381390,chicken breast,USA,2013
Salmonella,enterica,GCF_001241965.1,Susceptible,ciprofloxacin,<=,0.015,mg/L,Broth dilution,CMV2AGNF/CMV3AGNF,CLSI,2015,27381390,chicken breast,USA,2013
Salmonella,enterica,GCF_001241975.1,Susceptible,ciprofloxacin,<=,0.015,mg/L,Broth dilution,CMV2AGNF/CMV3AGNF,CLSI,2015,27381390,chicken breast,USA,2013
Salmonella,enterica,GCF_001242005.1,Susceptible,ciprofloxacin,<=,0.015,mg/L,Broth dilution,CMV2AGNF/CMV3AGNF,CLSI,2015,27381390,ground turkey,USA,2013
Salmonella,enterica,GCF_001242015.1,Susceptible,ciprofloxacin,<=,0.015,mg/L,Broth dilution,CMV2AGNF/CMV3AGNF,CLSI,2015,27381390,chicken breast,USA,2013
