ARO	Gene Name	Antibiotic	AMR Gene Family	Drug Class	Resistance Mechanism
3004832	Neisseria gonorrhoeae PBP2 conferring resistance to beta-lactam antibiotics	ceftriaxone, cefixime	Penicillin-binding protein mutations conferring resistance to beta-lactam antibiotics	cephalosporin, cephamycin, penam	antibiotic target alteration
3004833	Neisseria gonorrhoeae PBP1 conferring resistance to beta-lactam antibiotics	penicillin	Penicillin-binding protein mutations conferring resistance to beta-lactam antibiotics	cephalosporin, cephamycin, penam	antibiotic target alteration
3004835	Neisseria gonorrhoeae pilQ gene conferring resistance to beta-lactam	ceftriaxone	Penicillin-binding protein mutations conferring resistance to beta-lactam antibiotics	cephalosporin, cephamycin, penam	antibiotic target alteration
3004836	Neisseria gonorrhoeae 23S rRNA with mutation conferring resistance to azithromycin	azithromycin	23S rRNA with mutation conferring resistance to macrolide antibiotics	macrolide antibiotic	antibiotic target alteration
3004837	OXA-724	oxacillin	OXA beta-lactamase, OXA-12-like beta-lactamase	penam	antibiotic inactivation
3004838	LEN-30		LEN beta-lactamase	penam, penem	antibiotic inactivation
3004839	LEN-32		LEN beta-lactamase	penam, penem	antibiotic inactivation
3004840	LEN-34		LEN beta-lactamase	penam, penem	antibiotic inactivation
3004841	LEN-38		LEN beta-lactamase	penam, penem	antibiotic inactivation
3004842	LEN-39		LEN beta-lactamase	penam, penem	antibiotic inactivation
3004843	LEN-40		LEN beta-lactamase	penam, penem	antibiotic inactivation
3004844	LEN-41		LEN beta-lactamase	penam, penem	antibiotic inactivation
3004845	LEN-42		LEN beta-lactamase	penam, penem	antibiotic inactivation
3004846	LEN-43		LEN beta-lactamase	penam, penem	antibiotic inactivation
3004847	LEN-51		LEN beta-lactamase	penam, penem	antibiotic inactivation
3004848	LEN-55		LEN beta-lactamase	penam, penem	antibiotic inactivation
3004849	LEN-58		LEN beta-lactamase	penam, penem	antibiotic inactivation
3004851	Neisseria gonorrhoeae mtrR with mutation conferring resistance	erythromycin, azithromycin	resistance-nodulation-cell division (RND) antibiotic efflux pump	macrolide antibiotic	antibiotic efflux
3004853	Mycobacterium tuberculosis 16S rRNA mutation conferring resistance to capreomycin	capreomycin	16s rRNA with mutation conferring resistance to aminoglycoside antibiotics	aminoglycoside antibiotic	antibiotic target alteration
3004854	CMY-136	cefuroxime, cefotaxime, ceftolozane	CMY beta-lactamase	cephalosporin, cephamycin	antibiotic inactivation
3004856	SCO-1	penicillin, cefepime, ceftazidime, cefuroxime, amoxicillin, piperacillin, cefotaxime, cefalotin, ticarcillin	SCO beta-lactamase	cephalosporin, penam, penem	antibiotic inactivation
3004859	Neisseria gonorrhoeae gyrB conferring resistance to zoliflodacin	Zoliflodacin	Zoliflodacin resistant gyrB	zoliflodacin-like antibiotic	antibiotic target alteration
3004860	Burkholderia dolosa gyrA conferring resistance to fluoroquinolones	ciprofloxacin	fluoroquinolone resistant gyrA	fluoroquinolone antibiotic	antibiotic target alteration
3004861	NDM-18		NDM beta-lactamase	carbapenem, cephalosporin, cephamycin, penam	antibiotic inactivation
3004862	NDM-19		NDM beta-lactamase	carbapenem, cephalosporin, cephamycin, penam	antibiotic inactivation
3004863	NDM-20		NDM beta-lactamase	carbapenem, cephalosporin, cephamycin, penam	antibiotic inactivation
3004864	NDM-21		NDM beta-lactamase	carbapenem, cephalosporin, cephamycin, penam	antibiotic inactivation
3004865	NDM-22		NDM beta-lactamase	carbapenem, cephalosporin, cephamycin, penam	antibiotic inactivation
3004866	NDM-23		NDM beta-lactamase	carbapenem, cephalosporin, cephamycin, penam	antibiotic inactivation
3004867	NDM-24		NDM beta-lactamase	carbapenem, cephalosporin, cephamycin, penam	antibiotic inactivation
3004868	NDM-25		NDM beta-lactamase	carbapenem, cephalosporin, cephamycin, penam	antibiotic inactivation
3004869	NDM-26		NDM beta-lactamase	carbapenem, cephalosporin, cephamycin, penam	antibiotic inactivation
3004870	NDM-27		NDM beta-lactamase	carbapenem, cephalosporin, cephamycin, penam	antibiotic inactivation
3004871	NDM-28		NDM beta-lactamase	carbapenem, cephalosporin, cephamycin, penam	antibiotic inactivation
3004873	Neisseria gonorrhoeae folP with mutation conferring resistance to sulfonamides	sulfisoxazole	sulfonamide resistant dihydropteroate synthase folP	sulfonamide antibiotic	antibiotic target alteration
3004925	Mycobacterium tuberculosis mshA mutations conferring resistance to isoniazid	isoniazid	isoniazid resistant mshA	isoniazid-like antibiotic	antibiotic target alteration
3004937	Mycobacterium tuberculosis 23S rRNA mutation conferring resistance to capreomycin	capreomycin	23s rRNA with mutation conferring resistance to aminoglycoside antibiotics	aminoglycoside antibiotic	antibiotic target alteration
3004956	Neisseria gonorrhoeae rpld	azithromycin	50S rRNA with mutation conferring resistance to macrolide antibiotics	macrolide antibiotic	antibiotic target alteration
3005006	tet(57)	tetracycline	major facilitator superfamily (MFS) antibiotic efflux pump	tetracycline antibiotic	antibiotic efflux
3005008	TxR	tetracycline	ATP-binding cassette (ABC) antibiotic efflux pump	tetracycline antibiotic	antibiotic efflux
3005009	qacE		major facilitator superfamily (MFS) antibiotic efflux pump	disinfecting agents and antiseptics	antibiotic efflux
3005010	qacEdelta1		major facilitator superfamily (MFS) antibiotic efflux pump	disinfecting agents and antiseptics	antibiotic efflux
3005012	IDC-1		IDC beta-lactamase	carbapenem, cephalosporin	antibiotic inactivation
3005013	IDC-2		IDC beta-lactamase	carbapenem, cephalosporin	antibiotic inactivation
3005015	VMB-1	ceftriaxone, amoxicillin, meropenem, imipenem, ampicillin, cefotaxime	VMB beta-lactamase	carbapenem, cephalosporin, penam	antibiotic inactivation
3005016	CMY-150		CMY beta-lactamase	cephamycin	antibiotic inactivation
3005018	LMB-1		LMB beta-lactamase	carbapenem, cephalosporin, penam	antibiotic inactivation
3005019	IMP-68		IMP beta-lactamase	carbapenem, cephalosporin, cephamycin, penam, penem	antibiotic inactivation
3005021	cfr(D)	vancomycin, teicoplanin, linezolid	Cfr 23S ribosomal RNA methyltransferase	lincosamide antibiotic, streptogramin antibiotic, oxazolidinone antibiotic, glycopeptide antibiotic, phenicol antibiotic	antibiotic target alteration
3005023	cfrE	thiamphenicol, tiamulin	Cfr 23S ribosomal RNA methyltransferase	lincosamide antibiotic, streptogramin antibiotic, oxazolidinone antibiotic, phenicol antibiotic, pleuromutilin antibiotic	antibiotic target alteration
3005024	FosL1	fosfomycin	fosfomycin thiol transferase	phosphonic acid antibiotic	antibiotic inactivation
3005027	FRI-4		FRI beta-lactamase	penam	antibiotic inactivation
3005028	FRI-5		FRI beta-lactamase	penam	antibiotic inactivation
3005029	FRI-6		FRI beta-lactamase	penam	antibiotic inactivation
3005030	FRI-7		FRI beta-lactamase	penam	antibiotic inactivation
3005031	FRI-8		FRI beta-lactamase	penam	antibiotic inactivation
3005032	FRI-9		FRI beta-lactamase	penam	antibiotic inactivation
3005033	FLC-1		FRI beta-lactamase	penam	antibiotic inactivation
3005035	Yrc-1	cefoxitin, ceftazidime, cefuroxime, amoxicillin, cefalotin	YRC Beta-lactamase	cephalosporin, cephamycin, penam	antibiotic inactivation
3005036	BLMT	bleomycin	Bleomycin resistant protein	glycopeptide antibiotic	antibiotic inactivation
3005037	ADC-159		ADC beta-lactamase without carbapenemase activity	cephalosporin	antibiotic inactivation
3005038	PDC-65		PDC beta-lactamase	monobactam, carbapenem, cephalosporin	antibiotic inactivation
3005039	PDC-55		PDC beta-lactamase	monobactam, carbapenem, cephalosporin	antibiotic inactivation
3005040	YajC	vancomycin, tigecycline, tetracycline, linezolid, rifampin, chloramphenicol, ampicillin, cefalotin, triclosan	resistance-nodulation-cell division (RND) antibiotic efflux pump	fluoroquinolone antibiotic, cephalosporin, glycylcycline, penam, tetracycline antibiotic, oxazolidinone antibiotic, glycopeptide antibiotic, rifamycin antibiotic, phenicol antibiotic, disinfecting agents and antiseptics	antibiotic efflux
3005041	mlaF	vancomycin	ATP-binding cassette (ABC) antibiotic efflux pump	oxazolidinone antibiotic, glycopeptide antibiotic	antibiotic efflux
3005042	mlaD	vancomycin	ATP-binding cassette (ABC) antibiotic efflux pump	oxazolidinone antibiotic, glycopeptide antibiotic	antibiotic efflux
3005043	cmlA9	chloramphenicol	major facilitator superfamily (MFS) antibiotic efflux pump	phenicol antibiotic	antibiotic efflux
3005044	OmpA	polymyxin B, defensin	General Bacterial Porin with reduced permeability to peptide antibiotics	peptide antibiotic	reduced permeability to antibiotic
3005045	SatA	streptothricin	streptothricin acetyltransferase (SAT)	nucleoside antibiotic	antibiotic inactivation
3005046	MecC-type methicillin resistance repressor MecI	methicillin	methicillin resistant PBP2	penam	antibiotic target replacement
3005047	eptB	polymyxin B, colistin A, colistin B	pmr phosphoethanolamine transferase	peptide antibiotic	antibiotic target alteration
3005049	CrcB	tobramycin, gentamicin	multidrug and toxic compound extrusion (MATE) transporter	aminoglycoside antibiotic	antibiotic efflux
3005051	LpsB	colistin A, colistin B, defensin	Intrinsic peptide antibiotic resistant Lps	peptide antibiotic	reduced permeability to antibiotic
3005052	LpsA	polymyxin B, defensin	Intrinsic peptide antibiotic resistant Lps	peptide antibiotic	reduced permeability to antibiotic
3005053	ArnT	colistin A, colistin B	pmr phosphoethanolamine transferase	peptide antibiotic	antibiotic target alteration
3005056	tet(X6)	tetracycline, minocycline, oxytetracycline	tetracycline inactivation enzyme	tetracycline antibiotic	antibiotic inactivation
3005057	tet(X5)	tetracycline, minocycline, oxytetracycline	tetracycline inactivation enzyme	tetracycline antibiotic	antibiotic inactivation
3005059	LptD	novobiocin, rifampin, imipenem, polymyxin B	ATP-binding cassette (ABC) antibiotic efflux pump	carbapenem, peptide antibiotic, aminocoumarin antibiotic, rifamycin antibiotic	antibiotic efflux
3005060	OXA-837	oxacillin	OXA beta-lactamase	penam	antibiotic inactivation
3005061	AAC(3)-IVb	tobramycin, gentamicin A, gentamicin	AAC(3)	aminoglycoside antibiotic	antibiotic inactivation
3005062	ANT(3'')-Ib	spectinomycin, streptomycin	ANT(3'')	aminoglycoside antibiotic	antibiotic inactivation
3005063	cprR	polymyxin B, colistin A, colistin B	pmr phosphoethanolamine transferase	peptide antibiotic	antibiotic target alteration, antibiotic efflux
3005064	cprS	polymyxin B, colistin A, colistin B	pmr phosphoethanolamine transferase	peptide antibiotic	antibiotic target alteration, antibiotic efflux
3005067	ParS	erythromycin, amikacin, gentamicin C, ciprofloxacin, acriflavine, tetracycline, tobramycin, meropenem, imipenem, chloramphenicol, norfloxacin, ofloxacin, gentamicin	resistance-nodulation-cell division (RND) antibiotic efflux pump, Outer Membrane Porin (Opr)	macrolide antibiotic, fluoroquinolone antibiotic, monobactam, aminoglycoside antibiotic, carbapenem, cephalosporin, cephamycin, penam, tetracycline antibiotic, phenicol antibiotic, penem, disinfecting agents and antiseptics	antibiotic efflux, reduced permeability to antibiotic
3005068	ParR	erythromycin, amikacin, gentamicin C, ciprofloxacin, acriflavine, tetracycline, tobramycin, meropenem, imipenem, chloramphenicol, norfloxacin, ofloxacin, gentamicin	resistance-nodulation-cell division (RND) antibiotic efflux pump, Outer Membrane Porin (Opr)	macrolide antibiotic, fluoroquinolone antibiotic, monobactam, aminoglycoside antibiotic, carbapenem, cephalosporin, cephamycin, penam, tetracycline antibiotic, phenicol antibiotic, penem, disinfecting agents and antiseptics	antibiotic efflux, reduced permeability to antibiotic
3005069	rsmA	trimethoprim, chloramphenicol	resistance-nodulation-cell division (RND) antibiotic efflux pump	fluoroquinolone antibiotic, diaminopyrimidine antibiotic, phenicol antibiotic	antibiotic efflux
3005072	ROB-13		ROB beta-lactamase	cephalosporin, penam	antibiotic inactivation
3005073	ROB-3		ROB beta-lactamase	cephalosporin, penam	antibiotic inactivation
3005074	ROB-4		ROB beta-lactamase	cephalosporin, penam	antibiotic inactivation
3005075	ROB-5		ROB beta-lactamase	cephalosporin, penam	antibiotic inactivation
3005076	ROB-6		ROB beta-lactamase	cephalosporin, penam	antibiotic inactivation
3005077	ROB-7		ROB beta-lactamase	cephalosporin, penam	antibiotic inactivation
3005078	ROB-8		ROB beta-lactamase	cephalosporin, penam	antibiotic inactivation
3005079	ROB-2		ROB beta-lactamase	cephalosporin, penam	antibiotic inactivation
3005080	ROB-10		ROB beta-lactamase	cephalosporin, penam	antibiotic inactivation
3005081	Thermus thermophilus uL3 mutations conferring resistance to pleuromutilin antibiotics	tiamulin	Ribosomal protein mutation conferring resistance to pleuromutilin antibiotics	pleuromutilin antibiotic	antibiotic target alteration
3005083	Thermus thermophilus 23s rRNA conferring resistance to pleuromutilin antibiotics	tiamulin	23S rRNA with mutation conferring resistance to pleuromutilin antibiotics	pleuromutilin antibiotic	antibiotic target alteration
3005084	dfrA31	trimethoprim	trimethoprim resistant dihydrofolate reductase dfr	diaminopyrimidine antibiotic	antibiotic target replacement
3005085	AAC(3)-IIg	dibekacin, sisomicin, netilmicin, tobramycin, 6'-N-ethylnetilmicin, 2'-N-ethylnetilmicin, gentamicin	AAC(3)	aminoglycoside antibiotic	antibiotic inactivation
3005087	msrF	erythromycin	msr-type ABC-F protein	macrolide antibiotic, streptogramin antibiotic	antibiotic target protection
3005088	msrH	erythromycin	msr-type ABC-F protein	macrolide antibiotic, streptogramin antibiotic	antibiotic target protection
3005089	mef(D)	erythromycin	major facilitator superfamily (MFS) antibiotic efflux pump	macrolide antibiotic	antibiotic efflux
3005090	RanB		ATP-binding cassette (ABC) antibiotic efflux pump	aminoglycoside antibiotic	antibiotic efflux
3005091	RanA		ATP-binding cassette (ABC) antibiotic efflux pump	aminoglycoside antibiotic	antibiotic efflux
3005093	OXA-899	oxacillin	OXA beta-lactamase, OXA-22-like beta-lactamase	cephalosporin, penam	antibiotic inactivation
3005094	OXA-898	oxacillin	OXA beta-lactamase, OXA-60-like beta-lactamase	carbapenem, penam	antibiotic inactivation
3005096	GPC-1		GPC beta-lactamase	carbapenem	antibiotic inactivation
3005097	mecC-type BlaZ	penicillin	BlaZ beta-lactamase	penam	antibiotic inactivation
3005098	qacL		small multidrug resistance (SMR) antibiotic efflux pump	disinfecting agents and antiseptics	antibiotic efflux
3005099	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(A)	erythromycin	Erm 23S ribosomal RNA methyltransferase	macrolide antibiotic, lincosamide antibiotic, streptogramin antibiotic	antibiotic target alteration
3005100	FosB2	fosfomycin	fosfomycin thiol transferase	phosphonic acid antibiotic	antibiotic inactivation
3005102	Mycobacterium tuberculosis katG mutations conferring resistance to prothionamide	prothionamide	prothionamide resistant katG	thioamide antibiotic	antibiotic target alteration
3005105	Mycobacterium tuberculosis ethA mutations conferring resistance to isoniazid	isoniazid	isoniazid resistant ethA	isoniazid-like antibiotic	antibiotic target alteration
3005106	Mycobacterium tuberculosis ethA mutations conferring resistance to prothionamide	prothionamide	prothionamide resistant ethA	thioamide antibiotic	antibiotic target alteration
3005108	Mycobacterium tuberculosis mshA mutations conferring resistance to prothionamide	prothionamide	prothionamide resistant mshA	thioamide antibiotic	antibiotic target alteration
3005111	blaS1	cefoxitin, carbenicillin, oxacillin, ceftriaxone, piperacillin, ampicillin, mezlocillin, cefixime	blaS	cephalosporin, cephamycin, penam	antibiotic inactivation
3005112	AAC(6')-Ib-cr3	amikacin, ciprofloxacin, kanamycin A, tobramycin	AAC(6'), AAC(6')-Ib-cr	fluoroquinolone antibiotic, aminoglycoside antibiotic	antibiotic inactivation
3005114	AAC(6')-Ib-cr4	amikacin, ciprofloxacin, kanamycin A, tobramycin	AAC(6'), AAC(6')-Ib-cr	fluoroquinolone antibiotic, aminoglycoside antibiotic	antibiotic inactivation
3005115	AAC(6')-Ib-cr5	amikacin, ciprofloxacin, kanamycin A, tobramycin	AAC(6'), AAC(6')-Ib-cr	fluoroquinolone antibiotic, aminoglycoside antibiotic	antibiotic inactivation
3005116	AAC(6')-Ib-cr6	amikacin, ciprofloxacin, kanamycin A, tobramycin	AAC(6'), AAC(6')-Ib-cr	fluoroquinolone antibiotic, aminoglycoside antibiotic	antibiotic inactivation
3005117	AAC(6')-Ib-cr7	amikacin, ciprofloxacin, kanamycin A, tobramycin	AAC(6'), AAC(6')-Ib-cr	fluoroquinolone antibiotic, aminoglycoside antibiotic	antibiotic inactivation
